text,label
"""""Astrid Kuya anggota DPRD DKI sekaligus istri Uya Kuya menyatakan sudah ikhlas atas penjarahan rumahnya oleh massa. Baca fakta selengkapnya di sini https://t.co/ea6mJPNiYD #astridkuya #UyaKuya HEADLINE NEWS Ojol #29SplashesOfJOY Prabowo BBC ANTEK ASING Riza Chalid Vidi""""",neutral
"""""@TirtoID Tak berbeda dengan penjarahan laut tanah dn kekayaan alam lainnya yg dilindungi undang2. Dimana moral dan akan sehat para pembuat kebijakan""""",positive
"""""@TirtoID iya betul penjarahan yg kemaren itu berlebihan tapi coba analisis penyebab kenapa rakyat sampe kayak gitu bu trus selain statement blunder dan joget yg kurang elok tunjangan DPR sebegitu tinggi dengan hasil kinerja yg gak jelas gitu apa pantas?""""",negative
"""""Setuju sama perasaannya apalagi kalau penjarahan uang rakyat oleh pejabat terus joged-joged di gedung DPR.""""",negative
"""""@txtdrpemerintah Halah penjarahan ala-ala. Kan udah dibalikin lagi barang jarahannya ke rumah ente buuuu""""",neutral
"""""Penjarahan Cederai Demo 29 Agustus 2025 Aksi Anarkis Tenggelamkan Suara Rakyat https://t.co/MPN63dv0gB""""",positive
"""""Astrid Khairunisha atau Astrid Kuya mengaku ikhlas saat rumahnya dijarah massa beberapa waktu lalu disertai harapan agar kejadian seperti itu tak terjadi lagi kepada siapa pun juga aneka barang yang telah dibawa bermanfaat bagi mereka. Kalau untuk masalah penjarahan saya https://t.co/dEywf1S71D""""",positive
""""" Baru malam ini saya berani liat video-video penjarahan rumah saya di media sosial tulis Uya Baca selengkapnya https://t.co/TPS4YW6ksF ~AM #UyaKuya #PenjarahanRumah https://t.co/azbsjgQdhj""""",neutral
"""""Polisi Tetapkan 10 Tersangka Kasus Penjarahan Rumah Uya Kuya https://t.co/S1IOHLXfvP""""",neutral
"""""@antmanGL @KangManto123 Rumah sahroni keknya nggak sampai hancur berantakan cuma ada penjarahan""""",neutral
"""""Live TikTok Tren Saat Demo dan Penjarahan Ini Daftar Gift dan Nilainya https://t.co/6RR4i28rzp""""",neutral
"""""@dlayyyyyyyy Tapi beneran deh demo kali ini suasananya adem gitu gak serem2. Kasus penjarahan juga dikit dan pada gak kepancing buat benci2an chindo. Lumayan keren juga bisa solid gitu. Moga sukses dan berkah buat semua yg sudah/akan turun ke jalan dan moga2 negara mau sekali2 melek mata.""""",positive
"""""Mafindo Duga Video Hoaks Deepfake Sri Mulyani Guru Beban Negara Picu Penjarahan https://t.co/0nC9XObalg""""",neutral
"""""Lukisan Kesayangan Hilang Sri Mulyani Sesalkan Aksi Penjarahan Brutal https://t.co/LH7owSFeVP""""",neutral
"""""@susno2g Negeri konoha dikuasai dan diurus gerombolan besar maling yang bersatu bahu membahu menggarong duit rakyatnya dengan mengerahkan segala sumber daya termasuk aparat hukum untuk membungkam pihak yang dianggap mengganggu proses penjarahan uang rakyat""""",negative
"""""Saya tidak setuju dengan penjarahan. Period. Pejarahan adalah kriminalitas! Akan tetapi...sebaiknya ibu Sri Mulyani juga berintrospeksi apakah kebijakan ibu sudah memenuhi rasa perikemanusiaan yang adil dan beradab? Saya rasa tidak sama sekali. Ibu selalu menekan ke rakyat kelas""""",positive
"""""Fakta Baru Penjarahan Rumah Uya Kuya Motif Pelaku Terungkap! https://t.co/rPYrUvIk3O""""",neutral
"""""Aku gak benerin penjarahan yg dialami ya kalau bisa kemarin gak perlu karena bakal ada masalah baru. Tp kl dr kejadian itu terus Ibu bilang perikemanusiaan yg adil dan beradab telah lenyap apa kabar pemerintah polisi kemarin yg sudah lakukan ke warga Indonesia?""""",negative
"""""#SherinaMunaf #UyaKuya #Kucing #RumahUyaKuya Sherina juga mengungkap bahwa beberapa kucing sempat diminta tebusan oleh pihak tak bertanggung jawab. Ia menegaskan bahwa semua pelaku yang memperjualbelikan kucing-kucing tersebut sedang dalam pantauan. https://t.co/0I1jeB7Tbg""""",neutral
"""""@detikcom Saya tidak setuju dengan penjarahan. Period. Pejarahan adalah kriminalitas! Akan tetapi...sebaiknya ibu Sri Mulyani juga berintrospeksi apakah kebijakan ibu sudah memenuhi rasa perikemanusiaan yang adil dan beradab? Saya rasa tidak sama sekali. Ibu selalu menekan ke rakyat kelas""""",positive
"""""Isu itu mencuat setelah aksi penjarahan rumah Sahroni di kawasan Kebon Bawang Tanjung Priok Jakarta Utara pada Sabtu (30/8/2025). Sejumlah akun di media sosial kemudian menyebarkan narasi bahwa 'black mamba' ditemukan dari lokasi tersebut. https://t.co/yVOJJS5CXv""""",neutral
"""""Menteri Keuangan Sri Mulyani buka suara soal penjarahan rumahnya. Bukan cuma harta benda tapi rasa aman &amp"";"" keadilan juga ikut raib. Lukisan bunga karyanya pun lenyap digondol massa. Baca selengkapnya: https://t.co/Jv7EFQUfRY #SriMulyani #Penjarahan""""",neutral
"""""Gw ga mmbenarkan tindakan penjarahan. Tpi mungkin ini adalah waktu lu. Gpplah bu ikhlasin aja. Orang lu juga dari 2010 di era pak SBY pesta sampe sebelum rumah lu di jarah. Semua orang pasti ada masanya. Enjoy bu!""""",negative
"""""kalo penjarahan hutan adat gaada yang jadi tersangka ya""""",negative
""""" Yang lebih penting diusut Polri ialah tindak pidana penjarahan bukan malah mengusut dan menahan Delpedro. Negara gagal hadir! kata Anggota Komisi III DPR RI Benny K Harman. Baca di sini: https://t.co/9JPkX95lPW / #DPR #Polisi #Polri https://t.co/8qbTf7iMVv""""",negative
"""""Reaksi Uya Kuya Lihat Video Penjarahan Rumahnya https://t.co/ShZXMsKSkM""""",neutral
"""""Demo 25-30 Agustus kemarin sempat memanas. Keresahan publik soal kinerja DPR memicu amarah hingga anarkisme dan penjarahan rumah DPR. Di balik peristiwa itu ada isu besar yang tak pernah hilang: korupsi. Mengapa korupsi terus-menerus menjadi masalah krusial di negeri ini """"",neutral
"""""Sejumlah warga yang sebelumnya melakukan penjarahan di Kediri pada Sabtu (30/8) lalu mulai mengembalikan barang-barang hasil jarahan ke Polres Kediri Kota. Barang yang dikembalikan beragam mulai dari pagar kursi sound system hingga tiang jalan. Polisi menegaskan warga yang https://t.co/48ywzAOEKh""""",positive
"""""Saya tidak mendukung penjarahan dll buk entah dari provokator atau tidak. Tapi yang jelas ibu kalau mukul orang duluan yaa jangan marah kalo dipukul balik""""",negative
"""""DPR : Aksi Penjarahan Rumah Adalah Tindak Pidana Wakil Ketua Komisi I DPR RI Dave Laksono #golkarindonesia #golkarpedia #golkarsolid #bahlillahadalia #davelaksono https://t.co/6sKolB6dDf""""",neutral
"""""Anggota Komisi III DPR Benny Kabur Harman merespons penangkapan Direktur Eksekutif Lokataru Foundation Delpedro Marhaen yang dilakukan Polri. Menurut... https://t.co/8T0gEgflax""""",neutral
"""""UPDATE. Total nilai kerugian materi akibat aksi pembakaran &amp"";"" penjarahan Gedung DPRD Kabupaten Blitar ditaksir mencapai Rp10 miliar. AKBP Arif Fazlurrahman Kapolres Blitar mengatakan kerugian materi ini terdiri atas kerusakan bangunan serta hilangnya sejumlah barang di Kantor https://t.co/CeJd818yhZ""""",neutral
"""""@BudiBukanIntel saya menyayangkan tindakan penjarahan ini.. akh""""",negative
"""""@PeripatetikTrix @KompasTV Berdasarkan laporan dari berbagai sumber seperti Reuters dan Wikipedia penjarahan rumah Sri Mulyani pada 31 Agustus 2025 terkait protes nasional atas tunjangan DPR dan kebijakan ekonomi. Ada video deep fake yang memicu kemarahan tapi tak ada bukti kuat indikasi false flag. Ini""""",neutral
"""""Rapat DPRD Astrid Kuya Cerita Banyak Anak Sekolah Ikutan Penjarahan Rumahnya https://t.co/7qsujAA1Au""""",neutral
"""""@txtdrimedia Rakyat mengamati yang melakukan penjarahan bukan warga biasa sepertinya para pelaku dari kelompok ....... mudah2an pihak berwajib dapat segera menangkap dalangnya""""",positive
"""""@f_fathur Berdasarkan analisis dari sumber beragam seperti VOI Reuters CNN Wikipedia dan The Jakarta Post (diakses 3 Sep 2025): Klaim keterkaitan Riza Chalid &amp""; Geng Solo dengan kerusuhan Agustus 2025 (termasuk penjarahan rumah Sri Mulyani) muncul di media &amp;"" medsos diduga sebagai""""",neutral
"""""@nazaqistsha Apapun alasannya penyerahan melanggar hukum. Penjarahan yg dilakukan rakyat sesekali karena ada kekecewaan terhadap aparat yg keparat. Penjarahan aparat dilakukan setiap waktu dan setiap saat tanpa peduli yg dijarah itu uang palakan dari rakyat dengan dalih pajak""""",negative
"""""Bukannya Kompas bilang penjarahan ya janggal https://t.co/6EZss2yhPa""""",neutral
"""""@21_mozza Barang hasil jarahan itu tidak berkah... karena banyak yg sudah membuktikan paman saya pernah ikut penjarahan sebuah KUD yg di Bakar masa. Dan kini paman saya itu hidupnya bangkrut tanah Dan rumahnya di lelang. Tunggu saja dan lihat gimana nasib mereka nanti""""",positive
"""""@PeripatetikTrix @KompasTV Kebenaran kejadian penjarahan rumah Sri Mulyani pada 31 Agustus 2025 memang menimbulkan pertanyaan tentang keamanan pejabat tinggi. Menurut laporan itu dilakukan oleh massa dan ekonom menyarankan perlindungan setara wakil presiden. Saya pikir ini lebih ke isu keamanan daripada""""",neutral
"""""@f_fathur Berdasarkan analisis data dari sumber seperti CNBC BeritaSatu Katadata dan Viva (diakses 3 Sep 2025): Kerusuhan &amp"";"" penjarahan di rumah Menkeu Sri Mulyani terjadi 31 Agt 2025 di Bintaro di tengah demo yang sebabkan korban jiwa termasuk pencurian lukisan pribadi. Sentimen""""",neutral
"""""Setelah Rumah Sahroni Penjarahan Meluas ke Rumah Eko Patrio dan Uya Kuya Nafa Urbach Nyusul Meminta Maaf https://t.co/Emj8hixPZv""""",neutral
"""""Duh... Rumah Zack Lee jadi sasaran penjarahan karena dikira rumah Nafa Urbach! Begini respon Zack Lee soal rumahnya yang dijarah!⁣ &gt"";&gt;"" https://t.co/aVDauIoQyU #detikHot #ZackLee https://t.co/jqC6ytmVff""""",neutral
"""""@KompasTV Klo presidennya ANIES BASWEDAN gak akan terjadi bakar bakaran segala fasilitas umum+penjarahan karena sudah direspon cepat sebelumnya semua keluh kesah rakyat nya""""",negative
"""""@pakslamet88 Kan lagi musim penjarahan makanya aku ikutan""""",negative
"""""GA USAH NYEBUT KEADILAN kalau rakyat ga bersuara dijamin tercekik karena kebijakan yang ibu keluarkan sedangkan para pejabat masih bisa ha ha hi hi joget joget bikin acara main golf padel walau penjarahan ga dibenarkan tp ibu bahas keadilan itu . . .""""",negative
"""""@tempodotco Tempe jangan jadi kompor Bahwa negara wajib menjamin kebebasan berpendapat namun apabila ada kelompok yang menyalahgunakan haknya yg menimbulkan kerusuhan dan penjarahan maka pihak berwajib harus bertindak tegas dan terukur""""",positive
"""""Elite Melakukan Penjarahan Kekayaan Alam Dilegitimasi UU https://t.co/V3bZwMvwjh""""",negative
"""""@txtdrpemerintah Kasian sih dia blunder-nya engga cukup untuk membenarkan penjarahan yg dia dapet""""",neutral
"""""@hellorosierose Jendral yg tinggal di sunter punya bisnis minyak. Kalo beneran pernah disuruh nikah sama anak jendral itu trus pas jendralnya meninggal anaknya dicerai n perusahaannya diambil syahitwil berarti penjarahan yg terjadi adalah sebuah hukum karma tabur tuai...penapsaran""""",negative
"""""Menteri Keuangan Sri Mulyani Indrawati buka suara usai rumahnya di kawasan Bintaro dijarah oleh pihak yang tidak bertanggung jawab pada Minggu dini hari (31/8/2025). Selengkapnya: https://t.co/zkV50jOeou #srimulyani #kemenkeu #demo #penjarahan #demodpr #rumahsrimulyani https://t.co/WGdjVrmDNr""""",neutral
"""""@detikcom Siapa yang telah membuka pintu penjarahan terhadap kekayaan negeri ini bu?""""",negative
"""""Penjarahan dan perusakan fasilitas umum yang terjadi minggu lalu itu tak lain adalah anti reformasi dan merusak demokrasi yang sehat. Selengkapnya: https://t.co/WsyPv9OjVm #demonstrasi #penjarahanpolitik #penjarahan #politik #reformasi #demokrasi #demo #dpr https://t.co/Q8H63LZxUf""""",positive
"""""Penjarahan adalah tindakan mengambil hak warga negara dg cara melawan hukum. Lebih dari empat th uang pensiun kami dikuasai oleh tim Men-BUMN/Keuangan. Bukankah itu bentuk lain dari penjarahan? @prabowo @erickthohir @KemenkeuRI @ojkindonesia @KemensetnegRI @ST_Burhanuddin https://t.co/kGswb0GH4D""""",negative
"""""@detikcom harusnya aparat tni polri malu sama ibu pada kemana mereka kok bisa penjarahan sampai beberapa gelombang ga ada aparat yg nongol. Bahlkan kayak pesta ya ibu penjarahnya??! """"",negative
"""""Elite Melakukan Penjarahan Kekayaan Alam Dilegitimasi UU https://t.co/StlmAbTBLm https://t.co/KdiwMC9GmL""""",negative
"""""Jika Aceh Lepas Kami Sumatera Barat juga ikut Satu Federasi Sumatera bisa cukup untuk Hidup. Penjarahan kemarin fix ya settingan semua Sudah dikondisikan. Agar tampak asli semua aktor dilibatkan. Udah dulu akun mulai goyang2 https://t.co/Capuuwmdh3""""",negative
"""""@txtdrimedia Bukannya pajak juga penjarahan?""""",negative
"""""@yaniarsim @DPR_RI @NasDem @KPK_RI Knp rumah si Satori ini luput dari penjarahan? Krn mulutnya diam tapi tangan sibuk ngitung duit. Coba klo si Sahroni cs mulutnya diem kek orang ini.""""",negative
"""""MALANG Wali Kota Malang Wahyu Hidayat meminta pelaku usaha tidak khawatir membuka toko meski belakangan beredar isu demo ricuh dan penjarahan di sejumlah daerah. Ia menegaskan Kota Malang aman berkat patroli cipta kondisi serta pengaktifan kembali Pam Swakarsa dan siskamling. https://t.co/sDsigoo6kE""""",positive
"""""Polisi Gerebek Rumah Pelaku Penjarahan Amankan Kucing Kesayangan Uya Kuya https://t.co/hqzoilpILq""""",neutral
"""""Hasil penjarahan semalem https://t.co/nModiDOqt6""""",negative
"""""Semua dan banyak pihak mengetahuinya. https://t.co/jBw280yefO""""",neutral
"""""Hasil riset Ecosoc Institute ttg PSN : PROYEK penjarahan ruang hidup dan aset ekonomi serta penggusuran dan pengusiran rakyat hingga berdampak pd pemiskinan gangguan jiwa dan kematian masif rakyat.""""",negative
"""""Polisi Tangkap 4 Tersangka Penjarahan Mesin ATM DPRD Makassar https://t.co/p8GZuk6l3C""""",neutral
"""""@liputan6dotcom DISANGKANYA rakyat akan sedih dan membelanya ??! ... RAKYAT BERSYUKUR DENGAN PENJARAHAN DIRUMAH KAU !!! ...""""",negative
"""""@Takehirohayaku @Einzelkampfen @hbusria Pastinya di bawah 50jt makanya enteng banget yapping. Dia gak sadar kalo udah chaos middle class itu juga pasti kena penjarahan massal apalagi minoritas. Orang yg udah ketrigger gak bakal nanya Mana slip gaji lo? . Kalo emang berani langsung spesifik aja siapa targetnya.""""",negative
"""""Musisi dan aktris Sherina Munaf menjalani pemeriksaan di Polres Metro Jakarta Timur selama sekitar delapan jam. Pemeriksaan ini terkait dengan kasus kucing peliharaan milik presenter Uya Kuya yang dirawat oleh Sherina setelah terjadi penjarahan di rumah mertua Uya Kuya. Saat https://t.co/KgTh8rpLBi""""",neutral
"""""Tak suka orangnya eko sahroni dll jangan jarah rumahnya mereka jadi pejabat tak mudah karir banting tulang job artis dll kalian pikir dpr bisa kalian samakan biadab penjarahan dasar tak punya otak!!!!!""""",negative
"""""Saya fans Eko patrio ibuku almarhum keluarga di ntb jakarta sumatera jawa fans dia sejak acara talkshow sama ulfa eko baik kelihatan wajahnyaKini apa yang jarah rumahnya nyesel gak tuh kasihan eko&gt"";""Eko Patrio Ngontrak Rumah Usai Jadi Korban Penjarahan https://t.co/Ah3arhxUiP https://t.co/XkIFwilykK""""",positive
"""""@VIVAcoid turut menyayangkan kejadian penjarahan itu sih kriminal gabisa dibenarkan.. tetap semangat mang Eko""""",positive
"""""Eat the rich eat the rich giliran balik ke penjarahan lu semua kalang kabut emang SJW SJW""""",negative
"""""@tanyakanrl Gapap Aku terlanjur bagi ke panti 2 karung jir Pas kos juga 2 karung Berasa jaman skrg kek penjarahan (?)""""",neutral
"""""Contohnya penjarahan toko toko umkm chinese indonesian th 98. Eat the rich. Rich dari mana kontol""""",negative
"""""Dalam situasi chaos orang gak lagi peduli beda rich dan higher middle class . Orang udah gak sempet denger penjelasan 2 sks-mu soal itu. Dalam anggapan mereka yg punya mobil dan rumah agak bagus = kaya dan layak jd target penjarahan. That's why we all need to be careful.""""",positive
"""""@kompascom Saya tidak mendukung tindakan penjarahan yg terjadi tapi semua ini jadi pembelajaran menjadi anggota dewan itu merupakan amanah dari rakyat tidak menjadikanmu lebih hebat dari rakyat jika lupa diri dan meledek penderitaan rakyat maka amarah rakyat tidak akan bisa di bendung""""",positive
"""""Damai? Ngapain pulici ngada-ngadain perkara dan bilang mau menyelesaikan 'perkara' dan 'konflik' tsb kalo ybs 22nya sama2 klarif klo mereka gada masalah bjir https://t.co/W7rCUJsESf""""",negative
"""""@Andria75777 Kayaknya GenZ nepal jg cemas dan tidak senang kalo jadinya rusuh banyak penjarahan dan kriminal. Resiko dr revolusi reset system""""",positive
"""""Uya Kuya dan Sherina Munaf Akhirnya Damai Perkara Kucing yang Kena Penjarahan https://t.co/GE9ntKsTWv""""",positive
"""""Pemerintah dan DPR RI sudah satu suara dalam pemberian restorative justice bagi 13 anak tersangka pelaku pembakaran dan penjarahan kantor dprd sulawesi selatan dan makasar pada 29 agustus 2025 lalu. namun demikian keluarga pengemudi ojek online Rusdamdiansyah (25) yang tewas https://t.co/kkzXWNn5Yv""""",positive
"""""Eko Patrio Datangi Polda Metro Jaya Pasca Penjarahan Rumah: Ini Hasil Kerja Keras Saya Puluhan Tahun! https://t.co/ebNUtd4xBC""""",neutral
"""""@iwantyoubaby258 @txtdrimedia Mirip sekali dgn isilop kalau ada kesalahan diakuinya sebagai oknum. Giliran performa itupun secuil. Diakuinya keberhasilan institusi. Kuota haji diembat begitu pula penjarahan SDA. Entah apa lagi yg lain dasar pekok. Tidak bisa jadi check &amp"";"" balance cuma mikirin duit saja.""""",negative
"""""Guru Besar Komunikasi UNPAD Prof. Dr. Atwar Bajari: Penjarahan Rumah Pejabat Bukan Sanksi Itu Kriminal! https://t.co/xH8heZUWHt""""",positive
"""""@24xJam Gak mungkin ya seorang rafi ahmad anjirr sebelum jadi mentri juga dia mah udah jadi Sultan. Yang ngusulin penjarahan jiwa kalung nya meronta kek nya""""",neutral
"""""... karena mereka jadi korban penjarahan akibat beberapa di antaranya jadi pebisnis sukses dan kaya-raya. Belum lagi kebijakan pemerintah Orba saat itu keliatannya menguntungkan golongan tertentu dan merugikan warganya sendiri jadi masyarakat udah telanjur emosi""""",negative
"""""@Yusrilihza_Mhd Sekalian nitip dimana pihak keamanan saat terjadi penjarahan rumah sahroni eko uya nafa sri mulyani.Terkesan melakukan pembiaran pdhl mrk juga punya hak utk dilindungi.Seharusnya dg resourses yg dimiliki dapat df mudah menghalau masa spt mrk mengalau demo.Mungkinkah cari aman ?""""",negative
"""""Muncul ke Publik Eko Patrio Curhat Harta Ludes Semalam saat Dijarah: Kerja Keras Saya Jadi Pelawak Politikus Partai Amanat Nasional (PAN) Eko Patrio buka suara soal penjarahan rumahnya seusai menyambangi Polda Metro Jaya pada Sabtu (13/9/2025) dini hari. Eko Patrio mengaku https://t.co/Okhrx6jkp0""""",neutral
"""""terjadi penjarahan di sini https://t.co/70hu8fbHHj""""",neutral
"""""@hafidzhaernanda No they wouldn t know the difference kamu terlalu menganggap remeh kemiskinan dan kebodohan di negara ini. Kamu berharap rakyat dgn rata-rata IQ di bawah 90 utk mengerti hal-hal yg contextual seperti ini. Tahun 98 jg kita di dlm middle income trap tapi korban penjarahan tetap""""",negative
"""""@KangManto123 Biasa nunggu lengah rakyat. Meleng dikit pagar laut jadi beton Meleng dikit penjarahan di jalankan lagi. Bahliiiiil Bahlil. Lu kalo belum di nevalkan kayanya ga bakalan sadar sadar.""""",negative
"""""penjarahan""""",neutral
"""""#Repost @humaspolrestabessby ... Direktorat Tindak Pidana Siber Bareskrim Polri bersama Polda Jajaran menangkap 7 orang tersangka yang diduga menyebarkan konten provokatif di media sosial terkait aksi penjarahan. https://t.co/9t1Bq10L4p""""",neutral
"""""Eko Patrio Ajukan Penangguhan Penahanan Pria yang Diduga Menjarah Kucingnya #EkoPatrio #Penjarahan #Kucing https://t.co/bfdsPNTrSh""""",neutral
"""""itukan settingan ajg salahin yg ngatur penjarahan rumah lo lah bego""""",negative
"""""@txtdrpemerintah Malah seharusnya pemerintah belajar dr demo yg kemarin terjadi. Penjarahan pembunuhan perusakan fasum dll. Bukan belajar dr Nepal. Nepal prancis bahkan negara2 lain itu hanya terinspirasi dengan demo di indo. Keberanian rakyat kita ini lah yg jd cerminan bagi negara lain""""",positive
"""""Eko Patrio muncul perdana setelah skandal penjarahan rumah. Ia membahas kucingnya yang diselamatkan Rian dan memaafkan pelaku penjarahan. https://t.co/mGPezqUBtl""""",positive
"""""@kompascom Tak membenarkan kejahatan penjarahan tapi sekali lagi tak ada asap bila tak ada yg menyalakan api.""""",neutral
"""""@KangManto123 Kok penjarahan seperti ini ga ditangkap ya?""""",negative
"""""Direktorat Tindak Pidana Siber Bareskrim Polri bersama Polda Jajaran menangkap 7 orang tersangka yang diduga menyebarkan konten provokatif di media sosial terkait aksi penjarahan. Penangkapan dilakukan berdasarkan 5 laporan polisi yang diterima https://t.co/cIoH74xbUw""""",neutral
"""""Direktorat Tindak Pidana Siber Bareskrim Polri bersama Polda Jajaran menangkap 7 orang tersangka yang diduga menyebarkan konten provokatif di media sosial terkait aksi penjarahan. https://t.co/GMhlWC2A8o""""",neutral
"""""Yusril Minta Pelaku Penjarahan dan Perusakan DPRD Makassar dan DPRD Sulsel Segera Diadili Baca selengkapnya di: https://t.co/Vb4jYyVh4U #dprdmakassar #makassar #sulseltimes""""",neutral
"""""Pelawak sekaligus anggota DPR non-aktif Eko Patrio mengaku baru berani keluar rumah setelah dua pekan insiden penjarahan di rumahnya. Tujuan Eko keluar rumah sendiri untuk menemui salah satu dari 7 pelaku penjarahan yang sudah ditahan di Polda Metro Jaya. Eko mengaku momen https://t.co/p6eVTO8tDQ""""",neutral
"""""Yap. Tp yg udah banyak terjadi banyak orang menyalahartikan &amp"";"" sumbu pendek yg akhirnya melakukan sesuatu yg ga seharusnya. SDM kita banyak ga paham orang diatasnya sedikit dibilang kaya yg akhirnya bikin niat penjarahan. Bola saljunya lebih besar""""",negative
"""""@detikcom Produk sandiwara penjarahan. Terbukti penjarah awal bukan warga sekitar. Cari perhatian agar dapat simpati. """"",negative
"""""@liputan6dotcom Sandiwara Penjarahan. Terbukti penjarah awal bukan warga sekitar. Coba tanya HP sana siapa yang beraksi. """"",negative
"""""Gub. Utah Spencer Cox menanggapi pembunuhan Charlie Kirk: Tidak ada kerusuhan tdk ada penjarahan. Tdk ada mobil yg dibakar. Tidak ada kekerasan. Hanya ada penghormatan terakhir dan doa dan orang2 datang utk berbagi 'kemanusiaan'.""""",positive
"""""@HarryMagui91430 @txtdrimedia Hati² bang siapa tau ntar rumah lu yg jadi target penjarahan massa""""",neutral
"""""@detikcom Sandiwara penjarahan. """"",negative
"""""PSN = Penjarahan Skala Nasional""""",negative
"""""@itsurboihyl nge-tweet dari tower 100 lantai emang gampang Jangankan frasa eat the rich yang intelektual pun kegocek drama svere Apalagi definisi rich dari akar rumput yang ada bakal konflik horizontal antar rakyat dan penjarahan masal""""",negative
"""""@xananagumo @arthawidhi Coba cek dah banyak ko akun Lain nyalahin persib malah sampe ada yg bilang ga sudi berteman. Insyaallah dibandung bakal aman ko seterusnya gak akan ada kanjuruhan part 2 penjarahan warung gelandangan dilampu merah ataupun tenda dan dapur umum """"",positive
"""""Maafkan 7 Pelaku Penjarahan Eko Patrio Serahkan Proses Hukum ke Polisi https://t.co/FmezTqFQrZ https://t.co/GnXWVD9R70""""",positive
"""""@mhuseinali @BudiBukanIntel Setuju kak. Saat banyak demo kemarin ada sejumlah akun yg provokasi penjarahan orang-orang kaya terutama minoritas. Jangan sampai akhirnya narasi seperti itu dimanfaatkan oleh provokator untuk memperkeruh suasana""""",positive
"""""TIDAK USAH DIPERBAIKI. JADIKAN MONUMEN PENJARAHAN RAKYAT BODOH.""""",negative
"""""Ya semangat aja deh jelasin ke ribuan orang dijalan nanti arti dari eat the rich belom aja sanak sodara atau diri sendiri kena penjarahan""""",neutral
"""""orang2 model kek gini lah yg bikin penjarahan dinormalisasi. kapan sih manusia ini berhenti main kasta2an.""""",negative
"""""@itsme_urstruly penjarahan sahroni belum ada apa-apanya""""",neutral
"""""Rumah milik Anggota DPR RI nonaktif sekaligus pelawak Eko Hendro Purnomo alias Eko Patrio ludes dijarah massa Agustus kemarin. Namun alih-alih emosi Eko justru pasrah dengan keadaan yang sudah terjadi bahkan sudah memaafkan pelaku penjarahan. Sementara sudah 7 termasuk Rian https://t.co/YJeBl8eQH4""""",positive
"""""@MurtadhaOne1 Kmrn mau belain dia saat aksi penjarahan dgn percobaan darurat militer..tapi yg dibelain kek gini """"",neutral
"""""Kenyataannya definisi kaya bagi tiap daerah beda. Keluar bubble medsos ini tanya definisi kaya k semua elemen masyarakat pasti beda2. Pada tahun 98 aja yg kena dampak penjarahan itu toko2 biasa. Fafifuwasweswos aja nih""""",neutral
"""""@Jennifer_bogota @Ubaidullah_Sdq @tubagussalim @kangwaqfi2 @AhlulQohwah @HEskawe Berhujah tapi tidak paham agama Kok kayak buzzer anarkis suka halalkan penjarahan ning akhirat bakal digecek² malaikat kae """"",negative
"""""@10achio Gaada bedanya waktu penjarahan dimulai""""",neutral
"""""Artis sekaligus politikus Eko Patrio tak kuasa menyembunyikan kesedihannya saat menceritakan kondisi rumahnya yang hancur akibat insiden penjarahan beberapa waktu lalu. Klik untuk baca: https://t.co/4TK2jStVwG | #EkoPatrio https://t.co/aOSmSqdi8T""""",neutral
"""""@GoodRecom Warga melakukan penjarahan bkn karna korupsi tp karna marah akan kelakuan para wakil rakyat yg tdk menghargai dan di rasa menyakiti perasaan masyarakat indonesia yg sedang dlm kesusahan""""",negative
"""""Gw sama nyokap lgsg ngegendong kitten2 sambil menyelamatkan mereka ke kamar paling pojok sambil nutupin mereka pake kain biar ga nyesek Kebayang ga sih jahatnya uyakuyang ninggalin kucing2nya pas penjarahan mana brutal2 kan penjarahnya ngerusakin barang """"",negative
"""""Konflik feline Uya Kuya &amp"";"" Sherina tuntas! Settlement tercapai berkat mediator. Damai! https://t.co/Ld2tr9mYXH""""",positive
"""""@DokterTifa Justru Nepal kata selebgram terinsipirasi jari kejadian penjarahan di rumahnya Sahroni Uya Kuya dan sekarang rakyat filiphina jg lagi menirunya""""",neutral
"""""@DonatEntog Hukum Indonesia sangat adil karena sudah disetujui secara konstitusi. Yang tidak adil pelaku hukum masyarakat dan aparatnya. Hukum tidak kenal kaya miskin. Koruptor dan penjarahan sama Dimata hukum karena merugikan negara Maling ayam dg maling mobil sama. Yg beda kesempatannya.""""",positive
"""""@tvOneNews Terus pelaku penjarahan ga diusut kepolisan?""""",neutral
"""""Eko Patrio Sebut Insiden Penjarahan Berdampak ke Psikologis Keluarganya https://t.co/VHbOcNfPWv""""",neutral
"""""Artis sekaligus politikus Eko Patrio tak kuasa menyembunyikan kesedihannya saat menceritakan kondisi rumahnya yang hancur akibat insiden penjarahan beberapa waktu lalu. Sumber : https://t.co/I050u9vYGT https://t.co/Cayee0ek8v""""",positive
"""""@barengwarga Orang2 memaknai rich ini secara harfiah rich yang lebih kaya dri dirinya sama orang2 yang middle up padalan jelas rich yg dimaksud ya oligarki. jelas pada gampang keseret isu penjarahan.""""",positive
"""""Abis nonton ternyata bner dugaan di-planningnya arc tunjangan dpr - joget2 - demo - penjarahan - reshuffle""""",negative
"""""Pelawak sekaligus anggota DPR non-aktif Eko Patrio mengaku baru berani keluar rumah setelah dua pekan insiden penjarahan di rumahnya. https://t.co/3ehz3DQHQI""""",neutral
