teks,label,clean
"""""Yang ditangkap masih belum keluar yang hilang belum semuanya balik. Yang otak penjarahan dan kriminal tak pernah tersentuh. Bagaimana bisa bilang jangan lelah mencintai Indonesia. #ResetIndonesia""""",negative,tangkap belum keluar hilang belum semua balik otak penjarahan kriminalitas tak pernah sentuh bagaimana bilang jangan lelah cinta indonesia
"""""Inspired by penjarahan Sahroni""""",neutral,inspired by penjarahan sahroni
"""""pantes yang ketahuan bawa id itu tuuu terus penjarahan dan semua provokasi pun polanya begitu-begitu ajaa ketahuan dah dalangnya""""",neutral,pantes tahu bawa id tuu terus penjarahan semua provokasi pola ajaa tahu dah dalang
"""""@xremiums Sibuk cari validasi sibuk kabur keluar negeri sibuk cari barang yang udah diambil akibat penjarahan. kebayang gak si seberapa gak punya malu nya mereka""""",negative,sibuk cari validasi sibuk kabur keluar negeri sibuk cari barang ambil akibat penjarahan bayang tidak si berapa tidak punya malu nya
"""""kalo di konoha begini mah ga akan mau turun tu orang militernya imo gausah glorifikasi penjarahan dan pembakaran yang rusuh rusuh. u dont want to be under junta militer""""",positive,kalo konoha begini mah ga mau turun tu orang militer imo gausah glorifikasi penjarahan pembakaran rusuh rusuh u dont want to be under junta militer
"""""@kompascom ini kayaknya mau nyari penyakit ni Uya kontol ! penjarahan terjadi karena kelakuan elu sebagai DPR yang tidak punya empati ke rakyat yang sedang susah. yang dijarah itu kancut elu atau celana dalam bini elu sekalipun ga ada kaitannya. segera sadar.""""",negative,kayak mau nyari sakit ni uya kontol penjarahan jadi laku elu dpr tidak punya empati rakyat sedang susah penjarahan kancut elu celana bini elu sekalipun ga kait segera sadar
"""""Our people has learned from the past. Nepal sekarang kayak kita 1998. Penjarahan dkk di mana2 dan udah masuk darurat militer karna bar2nya. Pls go ahead kalau kamu mau jadi korban seperti mereka.""""",neutral,our people has learned from the past nepal sekarang kayak 1998 penjarahan dkk mana masuk darurat militer karna bar2nya go ahead kalau kamu mau jadi korban
"""""Lupa saingan hama ijo bukan cuma hama coklat tapi juga Don. Don yang bersikeras ke Prabowo supaya nggak darurat militer. Don juga yang rumahnya disasar terakhir dalam penjarahan kemarin. Yuk fokus ke yang ditangkap sama hama coklat dulu. Pesohor bakal dibekingin Don kok.""""",neutral,kamupa saing hama ijo bukan cuma hama coklat don don sikeras prabowo tidak darurat militer don rumah sasar akhir penjarahan kemarin yuk fokus tangkap sama hama coklat dulu sohor bakal dibekingin don kok
"""""Pak @prabowo ini sisi lain penjarahan dilakukan dengan perundangan hasil kongkalikong dan dimungkinkan karena adanya dukungan aparat negara. Penjarahan yang dilakukan rakyat adalah tindakan melawan hukum tp itu sekaligus menjadi tonggak bagi penyelenggara negara untuk""""",negative,pak sisi penjarahan laku undang hasil kongkalikong mungkin ada dukung aparat negara penjarahan laku rakyat tindak lawan hukum sekaligus jadi tonggak selenggara negara
"""""@acakadulltsszz Ku kira penjarahan yg di buat masyarakat indo tuh udah parah x ternyata ini lebih barbar cuk""""",negative,ku kira penjarahan masyarakat indo tuh parah x nyata lebih barbar cuk
"""""Pasangan selebritas Uya dan Astrid Kuya merilis sebuah video usai insiden penjarahan di rumahnya oleh massa tak dikenal pada Sabtu 30 Agustus 2025. Baca selengkapnya https://t.co/oulxuTHnq3 ~AM #UyaKuya #AstridKuya #PenjarahanRumahUya https://t.co/46U3E0yYeK""""",neutral,pasang selebritas uya astrid kuya rilis buah video usai insiden penjarahan rumah massa tak kenal sabtu 30 agustus 2025 baca lengkap am
"""""@happys0da RIL MINNN capek banget dari kabar komandan brimob mati penjarahan Sahroni reshuffle Mulyani sampe penembakan Charlie Ada mulu akun2 yg nyuruh have some empathy. bayangkan keluarga mereka. How sick! apa bedanya kalian sama opressor? """"",negative,ril minn capek banget kabar komandan brimob mati penjarahan sahroni reshuffle mulyani sampe tembak charlie mulu akun nyuruh have some empathy bayang keluarga how sick apa beda kalian sama opressor
"""""buat orang yg berpendidikan tentu menjarah bukan style mereka pas kejadian paling cuma jadi tim hore/obong² aja.. kalo pelaku penjarahan mulai diburu oleh aparat 'mereka' tinggal cuci tangan dengan nunjuk bahwa yg melakukan itu provokator/disusupi.""""",positive,orang didik penjarahan bukan style pas jadi paling cuma jadi tim hore obong kalo laku penjarahan mulai buru aparat tinggal cuci tangan nunjuk laku provokator susup
"""""habis baca artikelnya @.historia_id terkait ini termasuk juga alasan kenapa penjarahan menjadi suatu 'agenda' juga dibahas cukup baik.""""",neutral,habis baca artikel historia id kait masuk alas penjarahan jadi suatu agenda bahas cukup bagus
"""""@ch_chotimah2 Orang dekat Bu Megawati yaitu Pak BG jga di resuffle tuh ... infonya imbas tidak bisa mendeteksi dini kerusuhan dan penjarahan bahkan ada yg bilang ada kesan membiarkan benar' kah itu""""",neutral,orang dekat bu megawati pak bg jga resuffle tuh info imbas tidak deteksi dini kerusuhan penjarahan bahkan bilang kesan biar benar
"""""ASTRID istri Uya Kuya akhirnya angkat bicara terkait penjarahan rumah mereka. Dalam momen tersebut Uya Kuya terlihat mendampingi istrinya. https://t.co/z9MRvdcdJW""""",neutral,astrid istri uya kuya akhir angkat bicara kait penjarahan rumah momen sebut uya kuya lihat damping istri
"""""@TirtoID 1) Menhan Sjafrie Sjamsuddin &amp""; Seskab Teddy GAGAL MENGAMANKAN Rumah Sri Mulyani dari Penjarahan. 2) Pdhl SMI SUDAH MINTA TOLONG kpd mereka berdua. 3) Kok bisa mereka BEBAS DARI KECAMAN &amp;"" TANGGUNG JAWAB?""""",negative,1 menhan sjafrie sjamsuddin amp seskab teddy gagal aman rumah sri mulyani penjarahan 2 pdhl sama minta kpd dua 3 kok bebas kecam amp tanggung jawab
""""" Nepal Memanas! Gedung DPR dibakar penjarahan merajalela rakyat ngamuk karena hidup makin sulit. Pemerintah tetapkan darurat militer tentara ambil alih! #Nepal #Rusuh #BreakingNews https://t.co/nDRp19Gub5""""",neutral,nepal panas gedung dpr pembakaran penjarahan rajalela rakyat ngamuk hidup makin sulit perintah tetap darurat militer tentara ambil alih
"""""Penjarahan yang sesungguhnya bukan untuk Kepentingan Umum tapi Kepentingan Secuil Orang saja.""""",negative,penjarahan sungguh bukan penting umum penting cuil orang
"""""11 tersangka penjarahan rumah Sri Mulyani - yang sudah ditangkap Polresta Tangsel. https://t.co/yOnJWlpcK8""""",neutral,11 sangka penjarahan rumah sri mulyani tangkap polresta tangsel
"""""@WittyOwlie Penjarahan selalu menyertai kalian """"",negative,penjarahan selalu serta kalian
"""""@GesuriID Jika Gubernur itu bukan utusan kalian terus panjang MUNCUNG kalian NYEROCOS. Urusan penjarahan itu bukan tugas kerja Gubernur. Kau itu jadi anggota DPR tapi asal bicara aja.""""",negative,gubernur bukan utus kalian terus panjang muncung kalian nyerocos urus penjarahan bukan tugas kerja gubernur kau jadi anggota dpr asal bicara
"""""Dari Rumah yang Dijarah Penjarahan rumah pejabat dan politisi disertai kerusakan puluhan fasilitas publik di berbagai kota mengejutkan banyak orang. Yang lebih mengejutkan bukan hanya kekacauannya. Tapi juga reaksinya: masyarakat tidak serentak mengutuk sebagian justru merasa https://t.co/P9aC80pJRT""""",neutral,rumah penjarahan penjarahan rumah jabat politis serta rusa puluh fasilitas publik bagai kota kejut banyak orang lebih kejut bukan kacau reaksi masyarakat tidak serentak kutuk bagi justru rasa
"""""Wahhh ga belajar dari kasus penjarahan rumah EkPat UyKuy juga Sahroni inih... Njirrrrrr""""",negative,wahh ga ajar kasus penjarahan rumah ekpat uykuy sahroni inih njirr
"""""Kasatreskrim Polres Metro Jakarta Timur AKBP Dicky Fertoffan mengungkap pihaknya menangkap tiga tersangka baru dalam kasus penjarahan rumah presenter sekaligus anggota DPR RI Uya Kuya. Baca selengkapnya https://t.co/fCPcxX2fmR ~AM #UyaKuya #PenjarahanRumahUya https://t.co/g5RcjfepuT""""",neutral,kasatreskrim polres metro jakarta timur akbp dicky fertoffan ungkap pihak tangkap tiga sangka baru kasus penjarahan rumah presenter sekaligus anggota dpr ri uya kuya baca lengkap am
"""""Fraksi PDI Perjuangan Minta Gubernur Maluku Tegas Hentikan Penjarahan Laut https://t.co/eHWeq2JBVg #pdiperjuangan""""",neutral,fraksi pdi juang minta gubernur malu tegas henti penjarahan laut
"""""Akhirnya kelompok IndonesiaGelap yang puja-puji aksi di Nepal: Kapan di Indonesia bisa seperti di Nepal? tiarap sambil hapusin postingan. Karena Nepal malah jadi Keos dan napi yang kabur bebas melakukan kejahatan karena hukum sudah tidak berfungsi dan penjarahan pembakaran https://t.co/hDztB0bKgI""""",negative,akhir kelompok indonesiagelap puja puji aksi nepal kapan indonesia nepal tiarap hapusin postingan nepal malah jadi keos napi kabur bebas laku jahat hukum tidak fungsi penjarahan pembakaran
"""""@PartaiSocmed Penjarahan pembiaran tentara lalu kudeta militer. Jangan dibungkus demokrasi. Itu murni perebutan kekuasaan rakyat cuma jadi korban""""",negative,penjarahan biar tentara lalu kudeta militer jangan bungkus demokrasi murni rebut kuasa rakyat cuma jadi korban
"""""@PartaiSocmed Awalan demo karena ada kebijakan yang tidak merakyat setelah itu terjadi pembunuhan kekerasan pembakaran juga penjarahan karena semua tak lepas dari ulah provokator.""""",neutral,awal demo bijak tidak rakyat jadi bunuh keras pembakaran penjarahan semua tak lepas ulah provokator
"""""@PartaiSocmed ini gejolak politik serius di Nepal. Pembiaran oleh tentara saat penjarahan dan pengambilalihan kekuasaan menandakan adanya agenda tersembunyi. Jika militer sudah berkuasa besar kemungkinan mereka enggan melepasnya berisiko menciptakan rezim otoriter """"",negative,gejolak politik serius nepal biar tentara penjarahan pengambilalihan aset kuasa tanda ada agenda sembunyi militer kuasa besar mungkin enggan lepas risiko cipta rezim otoriter
"""""@PartaiSocmed Dalam analisis sosiologi politik penjarahan rumah presiden dan respons militer yang pasif menunjukkan kegagalan mekanisme demokratis. Transisi ke pemerintahan militer dapat menjaga stabilitas jangka pendek namun risiko otoritarianisme tinggi.""""",neutral,analisis sosiologi politik penjarahan rumah presiden respons militer pasif tunjuk gagal mekanisme demokratis transisi perintah militer jaga stabilitas jangka pendek risiko otoritarianisme tinggi
"""""Astrid Kuya angkat bicara tentang penjarahan rumahnya. Istri Uya Kuya ini menegaskan bahwa rumah itu adalah hasil kerja keras ia dan suaminya. &gt"";&gt;"" https://t.co/LJJwuBgszC https://t.co/H4GbvmPUOh""""",neutral,astrid kuya angkat bicara penjarahan rumah istri uya kuya tegas rumah hasil kerja keras suami gt gt
"""""@PartaiSocmed emang demo sekrang itu jadi penjarahan yang aksinya malah brutal dan anarkis gitu ya duh!!""""",negative,emang demo sekrang jadi penjarahan aksi malah brutal anarkis gitu duh
"""""Penjarahan kecil dilakukan rakyat krn marah dan lapar dikejar hingga kelubang semut.sementara penjarahan SDA merampok ribuan triliun puluhan thn tindakan hukum yg tebang pilih hingga terkesan dilindungi aktor2 hingga kini tak juga ditangkap. Sehatkah penegakkan hukum negri ini ⁉️""""",negative,penjarahan kecil laku rakyat marah lapar kejar hingga lubang semut penjarahan sda perampokan ribu triliun puluh thn tindak hukum tebang pilih hingga kes lindung aktor hingga kini tak tangkap sehat tegak hukum negri
"""""Di indonesia 10 tahun Jokowi memimpin banyak penjarahan oleh orang berduit dibekingin dibuatkan aturan oleh anggota dewan.""""",negative,indonesia 10 tahun jokowi pimpin banyak penjarahan orang duit dibekingin buat atur anggota dewan
"""""@WokePandemic Gen Z sebagian korban iming2 kapitalisme. Menginginkan barang2 branded tapi bingung uangnya darimana. Salah satu solusi bagi mereka adalah penjarahan berkedok demo ketidakadilan. Dan itu diperparah gaya hidup pejabat dan keluarga flexing kehidupan materialistik.""""",negative,gen z bagi korban iming kapitalisme ingin barang branded bingung uang darimana salah satu solusi penjarahan kedok demo ketidakadilan parah gaya hidup jabat keluarga flexing hidup materialistik
"""""penjarahan darah. wkwkwk karepmu wes mau 2 kantong 10 kantong juga. paling mari ngene aku lemah letih lesu loyo lop u https://t.co/Mg8Zg8INly""""",neutral,penjarahan darah wkwkwk karepmu mau 2 kantong 10 kantong paling ngene aku lemah letih lesu loyo lop u
"""""kebakaran udah padam malah dinyalain lagi. Trnyata kejadian penjarahan tdk membuatnya introspeksi &amp"";"" rendah hati tpi malah di munculkan lgi lewat pengajian. Pelajaran brharga buat para pejabat disini kalau rakyat sudah marah sulit dikendalikan jaga mulutmu dan mulut keluargamu.""""",negative,bakar padam malah dinyalain trnyata jadi penjarahan tidak buat introspeksi amp rendah hati tapi malah muncul lgi lewat aji ajar brharga jabat sini kalau rakyat marah sulit kendali jaga mulut mulut keluarga
"""""@gwrfnhtproject @GiaPratamaMD Berdasarkan laporan berita tentang penjarahan rumah Sri Mulyani pada 31 Agustus 2025 barang yang disebutkan termasuk mainan anak peralatan makan elektronik pakaian dan lukisan. Tidak ada info tentang buku atau rak buku. Mungkin ada tapi tidak dijarah atau tidak disebut.""""",neutral,dasar lapor berita penjarahan rumah sri mulyani 31 agustus 2025 barang sebut masuk main anak alat makan elektronik pakai kamukisan tidak info buku rak buku mungkin tidak penjarahan tidak sebut
"""""Astrid Kuya menangis saat menceritakan kembali soal penjarahan yang terjadi di rumahnya. https://t.co/wPnDH0xqRK""""",neutral,astrid kuya menang cerita soal penjarahan jadi rumah
"""""@gwrfnhtproject @detikcom Berdasarkan laporan berita terkini penjarahan di rumah Sri Mulyani menyebutkan lukisan bunga buatannya yang diambil tapi tidak ada informasi tentang buku yang dijarah.""""",neutral,dasar lapor berita kini penjarahan rumah sri mulyani sebut kamukisan bunga buat ambil tidak informasi buku penjarahan
"""""@TirtoID Tapi isu beliau mundur udah ada abis penjarahan rumahnya. Kayanya sih emang nunggu reshuffle ya""""",neutral,isu beliau mundur abis penjarahan rumah kaya sih emang nunggu reshuffle
"""""Polres Tangsel Tetapkan 11 Tersangka Kasus Penjarahan Rumah Sri Mulyani https://t.co/vm38e24eNR #BeritaSonora via @KompasTV""""",neutral,polres tangsel tetap 11 sangka kasus penjarahan rumah sri mulyani via
"""""@WagimanDeep212_ Anak kaga tau si untung !!! ...cari masalah sama warga +62... apa dia kaga belajar dari kasus penjarahan di beberapa rumah para anggota dewan?? Woiii!!! jangan mancing kemarahan warga kaga sanggup hadapi..nantin kau oleng kayak orang mabok..""""",negative,anak kaga tau si untung cari masalah sama warga 62 apa kaga ajar kasus penjarahan beberapa rumah anggota dewan woii jangan mancing marah warga kaga sanggup hadap nantin kau oleng kayak orang mabok
"""""@kanebanashi Casualties from the elites. Istri mantan PM dikabarkan meninggal akibat api yg membakar rumahnya. Kita mentok di penjarahan (yg menurut investigasi diorkestrasi sama militer). Disclaimer: Gw ga berharap kita sampai sejauh itu &amp"";"" I condemn any attempt of murder""""",negative,casualties from the elites istri mantan pm kabar tinggal akibat api pembakaran rumah mentok penjarahan investigasi orkestrasi sama militer disclaimer ga harap jauh amp i condemn any attempt of murder
"""""@rayestu Brarti penjarahan kmrn mestinya sahroni nuntut polisi jg krn ga ngamanin?""""",neutral,brarti penjarahan kmrn mesti sahroni nuntut polisi ga ngamanin
"""""Penjarahan emg salah tp itu adalah bentuk kemarahan dari rakyat yg melihat para pemimpin nya joget2 padahal rakyat sendiri sedang kesusahan""""",neutral,penjarahan emg salah bentuk marah rakyat lihat pimpin nya joget padahal rakyat sendiri sedang susah
"""""Astrid Kuya jelaskan penjarahan rumahnya di Instagram menegaskan tidak ada dana dari DPR untuk pembangunan. Ia merasa dizalimi dan korban fitnah. https://t.co/2I1QZEsaRV""""",neutral,astrid kuya jelas penjarahan rumah instagram tegas tidak dana dpr bangun rasa zalim korban fitnah
"""""Astrid Kuya jelaskan penjarahan rumahnya di Instagram menegaskan tidak ada dana dari DPR untuk pembangunan. Ia merasa dizalimi dan korban fitnah. https://t.co/sD5asrsKyE""""",positive,astrid kuya jelas penjarahan rumah instagram tegas tidak dana dpr bangun rasa zalim korban fitnah
"""""Artis Astrid Kuya akhirnya angkat bicara terkait insiden penjarahan yang menimpa rumahnya pada Sabtu 30 Agustus 2025. Rumah yang ia dan Uya Kuya bangun dengan kerja keras selama bertahun-tahun kini hancur dan dijarah massa. Tak hanya kehilangan barang berharga Astrid mengaku https://t.co/2YMnr6VbZ6""""",neutral,artis astrid kuya akhir angkat bicara kait insiden penjarahan timpa rumah sabtu 30 agustus 2025 rumah uya kuya bangun kerja keras lama tahun tahun kini hancur penjarahan massa tak hilang barang harga astrid aku
"""""@SantorinisSun Di mana 2.Kl ada Demo rusuh.ujung2nya pasti Penjarahan!""""",negative,mana 2 kalau demo rusuh ujung2nya penjarahan
"""""@KenyanSays penjarahan ini sudah menjalar ke nepal""""",neutral,penjarahan jalar nepal
"""""https://t.co/nNqbwAr50w - Polisi mengungkap adanya satu anak di bawah umur terlibat dalam aksi penjarahan rumah Anggota Komisi IX DPR (nonaktif) Surya Utama atau Uya Kuya di kawasan Pondok Bambu Duren Sawit Jakarta Timur. https://t.co/eHyozOJJ2z""""",neutral,polisi ungkap ada satu anak bawah umur libat aksi penjarahan rumah anggota komisi ix dpr nonaktif surya utama uya kuya kawasan pondok bambu duren sawit jakarta timur
""""" siapapun yang melakukan Korupsi n penjarahan/perusakan fasilitas negara menunjukan bahwa yang bersangkutan tidak cinta pada NKRI dan itu bukan akhlah kader NU santri-santri Mbah Hasyim #kpu_ri #kpu_jatim #kpukabkediri #KPUMelayani""""",positive,siapa laku korupsi n penjarahan perusakan fasilitas negara tunjuk sangkut tidak cinta nkri bukan akh kader nu santri santri mbah hasyim
"""""Tersangka kasus penjarahan rumah Uya Kuya bertambah lagi kini jadi 15 orang. Begini penjelasan pihak berwajib. https://t.co/Z9G3FeRdzo""""",neutral,sangka kasus penjarahan rumah uya kuya tambah kini jadi 15 orang begini jelas pihak wajib
"""""@xremiums Eko nggak...Kuya jg nggak... Bukan maksud mendukung penjarahan... Mana ada yg ngaku..... Eko jg sama....nanti yg bukan artis alasan bisnisnya...trs yg org kaya dr lahir alasan ortunya...Krn warisannya... basi lu semua ....mundur lu semua artis2 lainya yg gak kompeten""""",negative,eko tidak kuya tidak bukan maksud dukung penjarahan mana ngaku eko sama bukan artis alas bisnis terus org kaya lahir alas ortunya waris basi kamu semua mundur kamu semua artis lai tidak kompeten
"""""@xremiums klo punya adab mulut itu semua hrs dijaga. penjarahan bkn hal yg benar tp saya paham betul apa yg menyulut amarah mereka. harusnya jika mmg itu fitnah dr awal udh konfirm bkn mlh bkin statement yg bikin masy smkin kesulut ingat suami anda bkn sekedar artis tp jg wakil rakyat.""""",negative,kalau punya adab mulut semua hrs jaga penjarahan bukan benar paham betul apa sulut amarah harus mmg fitnah awal konfirm bukan mlh bkin statement bikin masy samakin sulut ingat suami bukan dar artis wakil rakyat
"""""Salah satu insiden penjarahan dilaporkan terjadi di salah satu cabang Bank Rastriya Banijya di kawasan bisnis New Baneshwor. Baca di sini: https://t.co/7kNRbQvNk1 / #Nepal #Demo https://t.co/PVpiV3MR1a""""",neutral,salah satu insiden penjarahan lapor jadi salah satu cabang bank rastriya banijya kawasan bisnis new baneshwor baca sini
"""""Masyarakat yg suka bandingin.. kalau pemerintahan udah jatuh gini bayangkan brapa bnyak kejahatan yg terjadi tanpa ada penegakan hukum.. penjarahan kekerasan pembunuhan dll""""",neutral,masyarakat suka bandingin kalau perintah jatuh gin bayang brapa bnyak jahat jadi tega hukum penjarahan keras bunuh
"""""@xremiums Gtau juga si sebenernya motif penjarahan itu apa kayaknya yang mau diajak menjarah juga bukan yang vocal buat perbaikan bangsa dan negara sih. Kadang penasaran juga tapi berhubung hukum di negara kita juga spt itu. Ya udah mending terima aja Trid suamimu gt""""",neutral,gtau si sebenernya motif penjarahan apa kayak mau ajak penjarahan bukan vocal baik bangsa negara sih kadang penasaran hubung hukum negara mending terima trid suami gt
"""""@okkymadasari Mungkinkah dalang dibalik penjarahan rumah ibu S adalah ? ? spy orgnya yg menggantikan""""",negative,mungkin dalang balik penjarahan rumah ibu s orgnya ganti
"""""kalau Konoha bgmn ya? https://t.co/pwmdjNJttY""""",neutral,kalau konoha bgmn
"""""Sama aja kan ya ujungnya kaya gini. Lantas kita mau bilang yang kaya gini tuh tumbal (revolusi)??? Masyarakat yang dapet sialnya &amp"";"" dirugikan akibat penjarahan mau disuruh ngapain??? Nerimo aja??? Coba deh dibayangin kalo yang ngalamin itu diri sendiri. https://t.co/cuBzBGPVkz""""",positive,sama kan ujung kaya gin lantas mau bilang kaya gin tuh tumbal revolusi masyarakat dapet sial amp rugi akibat penjarahan mau suruh ngapain nerimo coba deh dibayangin kalo ngalamin diri sendiri
"""""@petiteshortt Cocok jadi objek penjarahan warga""""",negative,cocok jadi objek penjarahan warga
"""""@AdamVelcro @BernadusAdam Ingin lihat penjarahan jilid dua""""",negative,lihat penjarahan jilid
"""""84/ dan penjarahan 12. Jadi ada total 18 yang baru #KementerianHukum #KanwilKemenkumSulsel #LayananHukumMakinMudah #KakanwilAndiBasmal #Setahunberdampak Kanwil Kemenkum Sulsel Setahun Bekerja Bergerak - Berdampak """"",neutral,84 penjarahan 12 jadi total 18 baru kanwil kemenkum sulsel tahun kerja gerak dampak
"""""@hiibyezi Kyknya beliau ikutan jadi sasaran penjarahan karna smpet ngomong kita kan artis wajar joget Cmiiw """"",neutral,kyknya beliau ikut jadi sasar penjarahan karna samapet ngomong kan artis wajar joget cmiiw
"""""Astrid Bongkar Fakta Penjarahan Bantah Uya Kuya Meledek Rakyat soal Tunjangan DPR: Korban Fitnah https://t.co/iX8riIt5vT lewat @tribunnews""""",neutral,astrid bongkar fakta penjarahan bantah uya kuya ledek rakyat soal tunjang dpr korban fitnah lewat
"""""@dipucukbumi @papuamuslim08 Kejadian penjarahan kantor polisi di Nepal ini terjadi pada 9 September 2025 selama gelombang protes Gen Z yang memanas di Kathmandu. Sumber: Berita terkini dari Firstpost dan NYT.""""",neutral,jadi penjarahan kantor polisi nepal jadi 9 september 2025 lama gelombang protes gen z panas kathmandu sumber berita kini firstpost nyt
"""""@baco_djafa11377 Indonesia juga otw .. Kalau Pejabat kita ga bertobat Mreka akan diamuk Massa sperti di Nepal kelak Penjarahan Rumah DPR dan SMI kemarin sudah jadi indikasi awal""""",negative,indonesia otw kalau jabat ga tobat mreka amuk massa sperti nepal kelak penjarahan rumah dpr sama kemarin jadi indikasi awal
"""""Kekecewaan Sri Mulyani Pasca-Penjarahan Rumah Mahfud MD: 'Dia Nangis Disamakan dengan Sahroni' https://t.co/S7poPXIbj4""""",neutral,kecewa sri mulyani pasca penjarahan rumah mahfud md nang sama sahroni
"""""Di Mana Jokowi saat Pembakaran dan Penjarahan Merebak di Berbagai Daerah? https://t.co/EkvGmondPU""""",negative,mana jokowi pembakaran penjarahan rebak bagai daerah
"""""19/ terjadinya kerusuhan penjarahan pengerusakan pembakaran #KementerianHukum #KanwilKemenkumSulsel #LayananHukumMakinMudah #KakanwilAndiBasmal #Setahunberdampak Kanwil Kemenkum Sulsel Setahun Bekerja Bergerak - Berdampak """"",neutral,19 jadi kerusuhan penjarahan rusa pembakaran kanwil kemenkum sulsel tahun kerja gerak dampak
"""""Pak @prabowo ini lah bentuk penjarahan yang sesungguhnya. Penjarahan hasil alam Indonesia merata di semua sudut nusantara. Itu lebih kriminal lagi...""""",negative,pak lah bentuk penjarahan sungguh penjarahan hasil alam indonesia rata semua sudut nusantara lebih kriminalitas
"""""@DokterTifa udah ga pernah keliatan lagi batang hidungnya stlh aksi demo &amp"";"" penjarahan kemana dia.""""",neutral,ga pernah liat batang hidung stlh aksi demo amp penjarahan
"""""Menteri Keuangan RI mengundurkan diri dari kabinet MP apakah efek dari penjarahan di kediamannya yang tidak terjaga dengan baik oleh aparat TNI/Polri ?? #savesrimulyani #nkri #republikindonesia #kabinetmerahputih""""",neutral,menteri uang ri undur diri kabinet mp efek penjarahan diam tidak jaga bagus aparat tni polri
"""""Di sini hujan terus... Di pusat malah hujan amnesti buron penjarahan dan ott. Radikal break kata Rocky Gerung itu ternyata benar juga ya... Semoga Indonesia yang di pimpin oleh bapak Presiden @prabowo saat ini berada di jalan yang benar""""",positive,sini hujan terus pusat malah hujan amnesti buron penjarahan ott radikal break kata rocky gerung nyata benar moga indonesia pimpin bapak presiden ada jalan benar
"""""@xremiums Dari awal gw gak stuju adanya penjarahan. Apalagi ke rumah beribadi. Demo ya demo aja rusuh ya rusuh aja. Jangan ada sedikitpun barang yang di ambil""""",positive,awal tidak stuju ada penjarahan rumah beribadi demo demo rusuh rusuh jangan sedikit barang ambil
"""""@txtdrimedia Tidak ada pemerintahan? Kalau sudah seperti itu Hukum Rimba Berlaku siapa yang Kuat dan punya genk berkuasa. Para perusuh dan Pendemo sudah saling bunuh. Penjarahan Perampokan dan Pemerkosaan terjadi dimana Itulah yang terjadi di Nepal Sekarang ini. Dan sekarang Prancis.""""",neutral,tidak perintah kalau hukum rimba laku siapa kuat punya genk kuasa rusuh demo saling bunuh penjarahan perampokan perkosa jadi jadi nepal sekarang sekarang prancis
"""""Menurutku plihan beliau bertahan sampai hari ini krena beliau tau menkeu tu ladang basah n pondasi negara. Kalau yg ngatur gk becus bubar nih ekonomi indo :') cuma kyaknya beliau emang udah d titik lelah apalagi dg peristiwa penjarahan itu. Udah gk ada alasan buat bertahan.""""",positive,turut plihan beliau tahan hari krena beliau tau menkeu tu ladang basah n pondasi negara kalau ngatur tidak becus bubar nih ekonomi indo cuma kyaknya beliau emang d titik lelah peristiwa penjarahan tidak alas tahan
"""""@DahLah_Yaaa @BigAlphaID Dan yg lebih mengerikan keknya boss nya yg sengaja membiarkan penjarahan itu terjadi atau bahkan otak dibalik semuanya. Dia tau mental mentri tsb akan ciut dan mundur dari jabatannya. Kl menkeu masih dia akan menghambat si Boss tuk menggarong uang rakyat lewat projek gatotnya.""""",negative,lebih keri kek boss nya sengaja biar penjarahan jadi bahkan otak balik semua tau mental tri tsb ciut mundur jabat kalau menkeu hambat si boss tuk garong uang rakyat lewat projek gatot
"""""@ceplukman26 @tekarok007 Saya paham kekhawatiran Anda soal kemiripan kerusuhan di Nepal dan Indonesia seperti pembakaran gedung parlemen serta penjarahan. Dari analisis sumber beragam (BBC NYT Reuters Wikipedia dll.) kedua protes memang punya pola serupa: dipicu isu domestik seperti korupsi sensor""""",neutral,paham khawatir soal mirip kerusuhan nepal indonesia pembakaran gedung parlemen penjarahan analisis sumber agam bbc nyt reuters wikipedia dua protes memang punya pola rupa picu isu domestik korupsi sensor
"""""@grok @InWahyudi581 @victoragiular @imamDouma @aesculapiusw @iam_zelt @apostolosyohans @RyKe355493 @__anomali__ @DavidBenGurion_ @Juragann_muda2 @Orza961026 @Alie_Fahnoor @Ruth_Djojoning @_majusi_ @ha818 @Valhallaah @Apokrifa23 @JLion555 @FaktaBerita89 @TomatTomat44 @kakilangitimur @MillMx429564 @againstkadroen @YNP_NCF @oculpwlus @Kirti0Mukha @virtual24130 @Huntmon1 @lawankadru25786 @Tuh_cab @c0leaid @abdulah_ibnkalb @stafsusthe2 @Richbranf @Bapa_Gembala @PanglimaIreng @NetralID62 @BangToriant @JandeEeGacor @Kakak211 @BenGurion__ @Doremi1821839 @PramudiaRe71883 @Anti_Kadroenz @Mundiwangi4 Cek link ini @grok!! Dalam islam adalah dosa syirk alias dosa yang tak bisa terampuni alias masuk neraka jahanam kekal ketika menyamakan benda dengan allah swt. Sudahlah muhammad disetarakan dgn allah swt ditambah lagi batu hitam itu. https://t.co/XvmqfayzuK""""",neutral,cek link islam dosa syirk alias dosa tak ampun alias masuk neraka jahanam kekal sama benda allah swt sudah muhammad tara allah swt tambah batu hitam
